topic,term,beta
4,promotions,4.672398588490692e-60
5,promotions,2.5750298996586435e-12
6,promotions,3.616625941291582e-60
7,promotions,6.506115474733258e-5
8,promotions,4.383795768547952e-6
9,promotions,1.5107105288137943e-47
10,promotions,4.558696552973181e-19
11,promotions,3.720075976020836e-44
12,promotions,2.5329416921654525e-140
1,reach,1.3777541543453497e-4
2,reach,1.4176088801896828e-5
3,reach,1.5923663126111068e-4
4,reach,2.0455243099213648e-51
5,reach,3.840275772134468e-4
6,reach,1.4752619976940058e-6
7,reach,4.392614543749454e-5
8,reach,2.2450860600314938e-4
9,reach,9.79475136876294e-4
10,reach,8.736300837813918e-5
11,reach,3.4264214202711546e-11
12,reach,5.317231659106775e-39
1,salary,3.219085608223829e-4
2,salary,4.938424547845308e-5
3,salary,1.5057167263070177e-4
4,salary,8.85584709589596e-161
5,salary,2.775505406954335e-4
6,salary,2.121333844618035e-6
7,salary,9.824745696721465e-5
8,salary,4.42559824708897e-5
9,salary,4.2917701766698895e-4
10,salary,9.630839421450273e-5
11,salary,2.35847166754036e-4
12,salary,6.250644450948172e-69
1,timely,1.8322137803298017e-5
2,timely,2.676797917984589e-5
3,timely,9.904226891353044e-9
4,timely,1.7484071165778454e-255
5,timely,6.335185909097532e-4
6,timely,7.933160339604399e-5
7,timely,3.1183957274065016e-7
8,timely,7.326541816820593e-24
9,timely,5.57755523578932e-5
10,timely,1.0950377522555924e-4
11,timely,5.962171942643387e-5
12,timely,7.678493193302829e-67
1,track,6.856590762889033e-5
2,track,1.4473101209327407e-8
3,track,1.518118505926237e-4
4,track,3.720075976020836e-44
5,track,1.0464958409737414e-30
6,track,1.9582562893246777e-4
7,track,2.2297692652495363e-92
8,track,8.250457087943119e-5
9,track,1.7776041956046976e-29
10,track,2.400478221555515e-24
11,track,4.879284125078609e-44
12,track,5.27849177129764e-74
1,vehicle,1.1781614318945567e-15
2,vehicle,3.2074647842992223e-51
3,vehicle,2.7331313440741035e-4
4,vehicle,2.894736587748932e-49
5,vehicle,4.173772614806915e-6
6,vehicle,5.8269856841025e-18
7,vehicle,1.255307784671902e-4
8,vehicle,2.056755498247462e-4
9,vehicle,7.581451627121635e-21
10,vehicle,3.300257613703838e-4
11,vehicle,4.668262449965989e-4
12,vehicle,1.2766306267089955e-55
1,350,6.629357569538312e-20
2,350,9.203038394743973e-69
3,350,9.252108309206314e-18
4,350,3.720075976020836e-44
5,350,1.040784511049208e-4
6,350,4.380965079425342e-29
7,350,2.033718781092479e-48
8,350,3.727072102924885e-33
9,350,7.631128542901918e-15
10,350,0.0010401963401497163
11,350,4.193387014627652e-5
12,350,3.16750693117358e-70
1,accident,1.3869896988140771e-30
2,accident,3.620590180452794e-5
3,accident,3.11836907640803e-4
4,accident,3.720075976020836e-44
5,accident,5.517987994734061e-5
6,accident,5.609889272331367e-8
7,accident,1.0149086927205476e-4
8,accident,1.5864966379850586e-215
9,accident,5.535568250563626e-7
10,accident,6.067593619298363e-16
11,accident,1.7942440912258525e-4
12,accident,1.6552070876358683e-5
1,acres,4.5210462899817524e-45
2,acres,0
3,acres,0.0021202334360483025
4,acres,2.5892971213512825e-33
5,acres,1.785578652877108e-61
6,acres,4.0480151678143195e-10
7,acres,1.442186518736491e-53
8,acres,9.972415762997494e-25
9,acres,8.355844811822343e-53
10,acres,2.3179655878133874e-23
11,acres,5.160869617071125e-112
12,acres,1.7105807450608887e-66
1,attracted,4.7586252862574246e-23
2,attracted,3.625872422405893e-5
3,attracted,3.679368916634417e-5
4,attracted,7.051652654207548e-217
5,attracted,7.032760797614622e-30
6,attracted,1.2172248379304675e-24
7,attracted,5.5085111948580504e-5
8,attracted,4.4201305644454535e-14
9,attracted,8.845506740558486e-5
10,attracted,3.263148257642905e-5
11,attracted,3.3196364468075643e-4
12,attracted,1.2099496180835385e-55
1,beatrice,4.632732409325611e-4
2,beatrice,6.204312613792373e-65
3,beatrice,0.001404045990503266
4,beatrice,3.720075976020836e-44
5,beatrice,4.6055552509965866e-4
6,beatrice,9.653736788063204e-77
7,beatrice,6.157589691485049e-268
8,beatrice,6.303325445885062e-27
9,beatrice,1.036636858656494e-60
10,beatrice,5.851307586641617e-4
11,beatrice,1.5088305950664274e-5
12,beatrice,5.388934085885612e-82
1,control,2.1191686001886006e-53
2,control,3.720075976020836e-44
3,control,7.400833178524505e-4
4,control,4.554154788130104e-5
5,control,4.4751573903679477e-54
6,control,4.3415813038916215e-34
7,control,1.0553447985821636e-29
8,control,3.065037076222976e-5
9,control,1.807256046553177e-21
10,control,6.210991505990269e-28
11,control,3.228823271470219e-60
12,control,7.546593904877733e-69
1,cultivate,1.9702354941556248e-36
2,cultivate,5.103068473690116e-54
3,cultivate,6.535203458547094e-4
4,cultivate,5.6146874859256474e-64
5,cultivate,3.375392521298384e-65
6,cultivate,3.2434059417601104e-105
7,cultivate,1.232834373149177e-47
8,cultivate,1.405633438668077e-70
9,cultivate,1.256160055771385e-28
10,cultivate,7.697859506827083e-33
11,cultivate,1.4180030567482843e-102
12,cultivate,0.004125571476307867
1,cultivation,2.075298735106394e-26
2,cultivation,2.5565234574642024e-66
3,cultivation,6.44406120758442e-11
4,cultivation,2.1155734521427965e-37
5,cultivation,1.2769554851113664e-120
6,cultivation,4.326284575797097e-104
7,cultivation,1.3430466428222695e-32
8,cultivation,5.9552907430393236e-95
9,cultivation,3.7037180176429667e-84
10,cultivation,1.69011378301639e-38
11,cultivation,2.5816062224357973e-76
12,cultivation,0.003031475489925292
1,export,2.6867782669760117e-5
2,export,1.0295593456378629e-50
3,export,3.827811984724065e-4
4,export,3.720075976020836e-44
5,export,2.8289029212088075e-13
6,export,3.5889556465306004e-27
7,export,8.785883178300277e-42
8,export,2.6708879102836824e-114
9,export,4.450811010203514e-43
10,export,7.200088624792146e-22
11,export,1.0904664658617373e-4
12,export,5.919725546706128e-4
1,female,2.87902973777005e-4
2,female,5.3938326042956466e-5
3,female,1.2988943794958212e-5
4,female,1.276345524e-315
5,female,4.006022854468816e-22
6,female,1.1630560483227953e-5
7,female,1.0516204771751955e-91
8,female,6.222418172660739e-5
9,female,4.3814451858570695e-54
10,female,1.2479978307953094e-4
11,female,8.28288183542546e-5
12,female,1.5449988701570414e-5
1,flower,8.525980713143195e-5
2,flower,1.1847209269954577e-18
3,flower,3.1349404019928286e-4
4,flower,4.578990253225636e-205
5,flower,3.891685472527358e-23
6,flower,6.431406126240974e-47
7,flower,8.657962142983814e-37
8,flower,2.0561596271349417e-77
9,flower,1.660761903206213e-5
10,flower,5.015035848225451e-5
11,flower,2.0264520789637385e-5
12,flower,2.2900119070309078e-66
1,flowers,3.8443846618604296e-18
2,flowers,5.093225064559163e-26
3,flowers,6.843592267203624e-4
4,flowers,1.1714336159310362e-217
5,flowers,3.018828110683097e-33
6,flowers,2.6097e-320
7,flowers,3.3715566680546512e-59
8,flowers,5.0223199139124966e-5
9,flowers,1.444235133215878e-4
10,flowers,6.870032122533526e-17
11,flowers,2.3167854225088963e-127
12,flowers,4.995101317415123e-74
1,fuel,3.5975965854851164e-6
2,fuel,2.4973704533744462e-42
3,fuel,1.5678222120034448e-4
4,fuel,5.997745180991401e-63
5,fuel,3.192055625708052e-4
6,fuel,2.4672864555196404e-7
7,fuel,3.720075976020836e-44
8,fuel,3.1147063027045156e-5
9,fuel,4.303145267163664e-4
10,fuel,1.223879047224998e-4
11,fuel,1.3305382689910386e-5
12,fuel,4.703431925162985e-64
1,half,1.217224782416093e-9
2,half,1.2077427541256367e-21
3,half,6.970347773220991e-4
4,half,1.826511470680692e-53
5,half,1.6646599970008088e-4
6,half,4.3259418292380096e-4
7,half,1.5820867338489587e-4
8,half,3.8865597310032955e-4
9,half,4.8092057121074905e-5
10,half,2.047833244968478e-4
11,half,4.028735306469986e-4
12,half,1.278535030723326e-41
1,laborer,3.257993088859555e-23
2,laborer,1.9977510533537846e-30
3,laborer,1.543614045914507e-4
4,laborer,2.239558226030963e-266
5,laborer,8.492028652709848e-5
6,laborer,5.576696690162528e-5
7,laborer,2.36272603395243e-5
8,laborer,2.6660127884100298e-17
9,laborer,1.8334716693040945e-37
10,laborer,4.4162570485959594e-4
11,laborer,1.440271852043023e-4
12,laborer,1.4717181493272025e-67
1,laborers,1.378414279213803e-5
2,laborers,1.7690129162842692e-71
3,laborers,4.421232243662952e-4
4,laborers,4.580635880770787e-20
5,laborers,1.3946504167337048e-4
6,laborers,5.786048758059163e-19
7,laborers,1.1061773171614036e-23
8,laborers,4.824767899621204e-31
9,laborers,2.2952128984554668e-40
10,laborers,2.579071258491635e-4
11,laborers,1.2789918325875185e-16
12,laborers,3.4627077637363293e-5
1,natural,1.198170482596157e-32
2,natural,1.1711989671757735e-4
3,natural,4.3869974551313665e-4
4,natural,1.8147124233656014e-73
5,natural,8.711405820600922e-7
6,natural,2.903822577708194e-4
7,natural,1.7736902136331054e-4
8,natural,3.146864917795812e-8
9,natural,0.0016724630879325572
10,natural,1.930747267689693e-4
11,natural,7.806121098958348e-8
12,natural,4.815478688099317e-59
1,packing,2.896131071043422e-181
2,packing,2.0897666077175254e-16
3,packing,1.2804831690122235e-4
4,packing,7.698215636251847e-45
5,packing,1.8241101121096084e-31
6,packing,3.848358672835338e-119
7,packing,8.69958964724617e-5
8,packing,7.364334239660951e-222
9,packing,5.942523565200704e-26
10,packing,3.4001039244047315e-4
11,packing,5.400899709615129e-27
12,packing,1.9273373216601354e-57
1,pest,1.398702086035008e-197
2,pest,2.680229606283801e-77
3,pest,4.7116310097661675e-4
4,pest,2.1501077041682753e-60
5,pest,1.0398035124670284e-76
6,pest,1.6642705351760952e-60
7,pest,2.0985974119464933e-26
8,pest,4.674114347103681e-77
9,pest,2.6845196614288105e-77
10,pest,1.809988072406814e-32
11,pest,4.130352916580504e-77
12,pest,6.1508720211221214e-80
1,preparation,9.290332525418948e-5
2,preparation,2.4572464260004325e-33
3,preparation,3.5036837238496416e-4
4,preparation,0
5,preparation,1.0795293001087894e-4
6,preparation,4.4215412601410705e-8
7,preparation,1.636107127071823e-4
8,preparation,1.4858944619298385e-51
9,preparation,1.6754579426715593e-4
10,preparation,4.587333671572559e-5
11,preparation,4.89365220579741e-5
12,preparation,3.305892564179697e-5
1,rains,1.599788483122363e-4
2,rains,8.707361068930521e-5
3,rains,9.085089140278236e-5
4,rains,8.396499417730788e-49
5,rains,4.283524377978649e-6
6,rains,2.826402204043121e-5
7,rains,9.931111780759072e-14
8,rains,4.592185651248164e-5
9,rains,1.3756574120332297e-7
10,rains,1.4467862400078655e-5
11,rains,1.751497426349173e-5
12,rains,6.613616758559158e-4
1,remaining,4.664641022753598e-5
2,remaining,3.1899210115514454e-6
3,remaining,0.0010020206499041493
4,remaining,1.4123476956393446e-164
5,remaining,2.0990351406042715e-4
6,remaining,1.658168027991006e-4
7,remaining,3.985634080299241e-10
8,remaining,2.9599332465788493e-10
9,remaining,1.446638332966869e-42
10,remaining,3.978799364394845e-4
11,remaining,2.6476086075383096e-4
12,remaining,5.280830587939044e-62
1,resell,2.2149267301528874e-9
2,resell,2.523738230505583e-4
3,resell,5.194230986801761e-5
4,resell,9.431383418134146e-70
5,resell,4.193608180346079e-5
6,resell,3.009478770243246e-5
7,resell,1.0693984101347349e-10
8,resell,8.772193860610164e-5
9,resell,7.016276862194495e-4
10,resell,7.806864291001492e-5
11,resell,2.4557338464853938e-5
12,resell,2.6883566851646353e-53
1,ventures,4.2728310591007004e-29
2,ventures,1.3584535254731697e-4
3,ventures,5.61460012254256e-5
4,ventures,7.902658500267466e-77
5,ventures,7.573098309896514e-5
6,ventures,5.7322354328787114e-5
7,ventures,2.2147156324238876e-6
8,ventures,2.8475640649803174e-4
9,ventures,2.251667327189043e-46
10,ventures,5.009087577958441e-5
11,ventures,1.5831597136775896e-8
12,ventures,1.6689580645629372e-5
1,2006,1.7458305542171292e-4
2,2006,7.037035685373411e-5
3,2006,4.806327561576988e-4
4,2006,1.6815714914599198e-271
5,2006,4.29548630604195e-5
6,2006,3.605686391674822e-6
7,2006,1.0495892328140594e-58
8,2006,4.6176509222227075e-5
9,2006,8.28532214896713e-69
10,2006,2.4977979043998987e-23
11,2006,0.0014181503901607544
12,2006,2.8717356450548066e-84
1,208,2.6288688319198025e-09
2,208,5.2161916967978626e-76
3,208,5.683487619498979e-19
4,208,9.576970020627826e-60
5,208,6.898581630904828e-60
6,208,7.412963076573218e-60
7,208,2.783256293205384e-60
8,208,2.5249703872107194e-4
9,208,5.2245408883053816e-76
10,208,1.7132271722033254e-270
11,208,1.5535144280890518e-7
12,208,4.5770969583028917e-76
1,278,3.877644285266501e-19
2,278,2.201824979721454e-76
3,278,3.2024858694832293e-16
4,278,6.147926323782618e-60
5,278,4.428537576500518e-60
6,278,4.758744230955013e-60
7,278,1.78670859300771e-60
8,278,1.2046202177875568e-4
9,278,2.2053492862479918e-76
10,278,2.6526685447097565e-267
11,278,1.634541132165654e-5
12,278,1.9320544572061867e-76
1,beauty,1.0051131128668961e-6
2,beauty,3.17325264739606e-4
3,beauty,8.834419959451493e-38
4,beauty,1.8589729518905545e-24
5,beauty,6.519066025800305e-19
6,beauty,4.100526097732798e-14
7,beauty,1.3579431613813505e-4
8,beauty,0.0014198116506924517
9,beauty,0.007029839576526398
10,beauty,4.2729336175464384e-13
11,beauty,7.055617558740087e-4
12,beauty,1.6109105675232744e-64
1,blow,1.1322448995424025e-18
2,blow,1.1007023897318564e-10
3,blow,1.1407405097964431e-48
4,blow,9.097667981374128e-204
5,blow,3.93482719518453e-43
6,blow,1.2940297076244865e-47
7,blow,5.694758000113229e-5
8,blow,2.9928257274826242e-5
9,blow,1.0756832598545011e-4
10,blow,1.1409628961273739e-17
11,blow,6.793017306600392e-4
12,blow,1.5357199919850005e-49
1,diploma,6.35618974330501e-32
2,diploma,1.0067141250069617e-34
3,diploma,2.9747644599965837e-24
4,diploma,3.720075976020836e-44
5,diploma,1.5380260335188894e-12
6,diploma,3.967237453492439e-40
7,diploma,9.118163578365033e-25
8,diploma,1.4223559070952382e-66
9,diploma,4.0624805066831196e-5
10,diploma,1.5626820827400047e-4
11,diploma,2.8993493361868024e-4
12,diploma,2.90798817193525e-66
1,dressing,2.9021171428453912e-11
2,dressing,6.96009902343517e-5
3,dressing,1.083483284595282e-4
4,dressing,1.7880255666315386e-156
5,dressing,1.264971974416438e-30
6,dressing,2.11556188355816e-117
7,dressing,1.4471849798078919e-251
8,dressing,4.6435918995411317e-5
9,dressing,2.8915407117599847e-17
10,dressing,1.1288629273236538e-14
11,dressing,4.906054219569119e-4
12,dressing,4.86186100478682e-90
1,driers,5.7871066059091664e-5
2,driers,2.931205729272069e-60
3,driers,3.180602766209098e-28
4,driers,8.00793278428363e-60
5,driers,0
6,driers,3.720075976020836e-44
7,driers,7.285884922059565e-71
8,driers,1.348328196591749e-51
9,driers,1.404064422789697e-38
10,driers,1.03342595946579e-11
11,driers,2.5395594778140137e-4
12,driers,5.889907069296618e-91
1,employee,2.4301617478366377e-18
2,employee,4.0743204779859825e-4
3,employee,1.2054284648807724e-15
4,employee,4.975638599694791e-77
5,employee,4.698731475117514e-4
6,employee,5.505788116102672e-5
7,employee,2.6232416356477775e-4
8,employee,1.4781394265280128e-15
9,employee,6.086685312292722e-5
10,employee,2.3620154170222055e-4
11,employee,2.4641541800137396e-4
12,employee,2.0311222102819492e-71
1,enrolled,1.0296359546009265e-4
2,enrolled,3.2719367523459677e-38
3,enrolled,1.7295476966539485e-24
4,enrolled,3.720075976020836e-44
5,enrolled,1.111418830524631e-39
6,enrolled,9.572494028680954e-26
7,enrolled,1.2217435197062654e-20
8,enrolled,2.6564489174632074e-5
9,enrolled,1.0656040511697136e-16
10,enrolled,3.5247940373494435e-4
11,enrolled,1.1676428715207037e-4
12,enrolled,1.3274933186441483e-64
1,february,1.1863364529245268e-4
2,february,8.501451799555935e-62
3,february,3.3764254304001376e-22
4,february,3.0077544329994196e-67
5,february,1.9615861070814326e-5
6,february,3.843669536888171e-22
7,february,1.7892657574233168e-284
8,february,9.927120382375295e-5
9,february,5.2800738717262325e-50
10,february,4.775671058454016e-37
11,february,2.254389143387739e-4
12,february,2.456271385400018e-86
1,fittings,4.927791772466356e-11
2,fittings,1.4750183329445259e-34
3,fittings,5.611868529284748e-5
4,fittings,1.0662590418136474e-59
5,fittings,7.680586891055561e-60
6,fittings,1.2837928119525754e-24
7,fittings,3.0987589831844287e-60
8,fittings,2.5477670066598245e-58
9,fittings,3.908317765614498e-60
10,fittings,3.46515582459093e-9
11,fittings,6.076105116789818e-5
12,fittings,1.7914077187842092e-284
1,graduated,5.375042785316906e-5
2,graduated,1.567127255337766e-4
3,graduated,2.7225540761888423e-4
4,graduated,3.720075976020836e-44
5,graduated,5.75520617934648e-5
6,graduated,1.6170177053191401e-292
7,graduated,2.0031121768944276e-41
8,graduated,1.8822418224484042e-51
9,graduated,2.3262586761320282e-5
10,graduated,5.467600154706627e-5
11,graduated,1.9897079464059866e-4
12,graduated,3.392100846977903e-5
1,initial,7.953296587319605e-5
2,initial,9.856250735550767e-8
3,initial,4.47130162328066e-4
4,initial,1.525510591498991e-50
5,initial,6.877030812336371e-4
6,initial,6.21344826189039e-5
7,initial,2.4011389981709187e-4
8,initial,6.0704291654997916e-5
9,initial,3.679410994668411e-6
10,initial,2.654736736672022e-4
11,initial,9.106043249008232e-4
12,initial,0.002622071660041055
1,january,3.4266498123296533e-4
2,january,5.3622702342584064e-5
3,january,5.459507531339082e-4
4,january,7.375372396530111e-154
5,january,4.709530184690246e-4
6,january,4.721228883695904e-26
7,january,3.436708919070088e-28
8,january,1.6585997074094758e-5
9,january,4.75824772839468e-5
10,january,5.766945392769161e-5
11,january,8.149923739318596e-5
12,january,3.0153691503985325e-55
1,october,2.2952819926683785e-5
2,october,2.730687684452729e-60
3,october,1.0689980449745895e-4
4,october,7.460125781533309e-60
5,october,1.1052877034684724e-8
6,october,3.720075976020836e-44
7,october,1.6836583642426052e-84
8,october,1.1024949852270958e-42
9,october,6.572124080342508e-182
10,october,1.370404046113042e-28
11,october,7.436505726049028e-5
12,october,2.9397332422928436e-79
1,outgoing,2.406e-321
2,outgoing,2.897887811987549e-60
3,outgoing,8.21731462422554e-5
4,outgoing,1.3741976504488255e-80
5,outgoing,5.702789829130894e-60
6,outgoing,1.5411173161402014e-19
7,outgoing,2.3008100113888866e-60
8,outgoing,1.6664846366806245e-4
9,outgoing,3.932746878256204e-220
10,outgoing,1.7477193632332266e-13
11,outgoing,1.6664879723091316e-8
12,outgoing,3.720075976020836e-44
1,resigned,4.809005953391955e-5
2,resigned,3.9335890676130865e-60
3,resigned,2.6640827005669856e-4
4,resigned,2.4406130154605427e-306
5,resigned,2.4631320297290487e-30
6,resigned,6.32881901777115e-87
7,resigned,4.144535577019535e-5
8,resigned,4.8908202657902145e-27
9,resigned,3.1962958515355836e-138
10,resigned,3.8951741788389545e-21
11,resigned,3.539588362392448e-5
12,resigned,3.720075976020836e-44
1,therapy,1.074662797181126e-11
2,therapy,4.393239599518005e-5
3,therapy,2.3118304233748233e-37
4,therapy,0
5,therapy,3.720075976020836e-44
6,therapy,1.0937900912043845e-270
7,therapy,6.564745102126908e-6
8,therapy,3.9834573579321037e-25
9,therapy,1.877011478860317e-5
10,therapy,5.142947148678136e-40
11,therapy,1.281259721357045e-4
12,therapy,6.3691750725078275e-50
1,airtime,5.84573359604465e-28
2,airtime,8.040800047821179e-84
3,airtime,1.7058577074420686e-32
4,airtime,1.1754681520074516e-79
5,airtime,4.56476196007903e-60
6,airtime,1.7346614926965568e-62
7,airtime,0
8,airtime,2.069989169649941e-69
9,airtime,2.3218969216156343e-76
10,airtime,2.262417174189765e-4
11,airtime,6.560686898306505e-5
12,airtime,6.7942963557803e-74
1,alex,1.4338165902931493e-40
2,alex,2.8292914846778e-30
3,alex,4.471856095797489e-14
4,alex,3.720075976020836e-44
5,alex,9.06082464668655e-5
6,alex,1.8065027327392857e-158
7,alex,2.2022313997656737e-5
8,alex,3.720075976020836e-44
9,alex,4.2638719158623985e-60
10,alex,7.114742851983271e-7
11,alex,1.6705259106514445e-4
12,alex,3.259651088404613e-5
1,begun,8.127598675631704e-69
2,begun,1.3977861643662626e-4
3,begun,7.397104723266419e-4
4,begun,1.0769725992914528e-258
5,begun,4.470583677554468e-23
6,begun,7.354919004718317e-16
7,begun,2.6754504084893665e-4
8,begun,8.849412535504379e-5
9,begun,2.8837280287478887e-5
10,begun,4.524780791368305e-5
11,begun,2.035918854275067e-19
12,begun,1.258248309519502e-46
1,combine,2.5427753941815253e-48
2,combine,1.48551725090978e-310
3,combine,8.357176917851283e-6
4,combine,1.1129236018904285e-213
5,combine,2.3825894543466137e-53
6,combine,5.802892448506455e-5
7,combine,7.894380903548462e-5
8,combine,3.1780053354130167e-18
9,combine,9.795148788687714e-42
10,combine,3.5486244303073793e-10
11,combine,5.4757612314797815e-5
12,combine,3.720075976020836e-44
1,drop,1.3634670982809674e-33
2,drop,4.578233539227385e-53
3,drop,7.188345083645191e-12
4,drop,9.309842907690956e-35
5,drop,8.227944394662129e-4
6,drop,1.098172030877829e-17
7,drop,9.908326384236082e-41
8,drop,1.3027068329150938e-9
9,drop,9.127931789536137e-22
10,drop,4.314005478008818e-4
11,drop,4.655268248329891e-5
12,drop,4.9541590686133584e-80
1,enabling,6.814142143580357e-5
2,enabling,4.443437964947654e-56
3,enabling,8.267535373011977e-4
4,enabling,4.200022945853008e-264
5,enabling,7.802048812809127e-10
6,enabling,6.345011049881701e-19
7,enabling,1.9805576608998835e-36
8,enabling,4.867041777966636e-5
9,enabling,4.9134883388735345e-5
10,enabling,3.516692459221617e-4
11,enabling,1.530084701799744e-4
12,enabling,5.8961193225735036e-61
1,enterprises,2.1358714040575292e-33
2,enterprises,3.818909107691995e-56
3,enterprises,1.1033449677635228e-26
4,enterprises,9.778667423954366e-5
5,enterprises,4.4550416306574126e-5
6,enterprises,1.3078029015022138e-7
7,enterprises,3.314341820784846e-5
8,enterprises,4.315372163779993e-5
9,enterprises,1.5121174173966924e-5
10,enterprises,3.6202781383553805e-5
11,enterprises,5.576358194840965e-5
12,enterprises,1.53e-322
1,june,3.549677364773166e-5
2,june,3.720075976020836e-44
3,june,6.123147556279131e-4
4,june,3.813717928376144e-46
5,june,1.3915140142435207e-7
6,june,5.131719711017677e-13
7,june,4.886486265084913e-21
8,june,2.3271913165882603e-9
9,june,9.026379436455675e-31
10,june,7.412948968823644e-10
11,june,7.035139385189016e-11
12,june,2.0245499888309018e-72
1,license,4.441677878704894e-59
2,license,2.6190683138664814e-73
3,license,2.7405190029411284e-28
4,license,1.6733480213224477e-126
5,license,3.0953924116000013e-50
6,license,3.5839811243219155e-59
7,license,1.2279929992955643e-79
8,license,1.9774652239588655e-58
9,license,1.530876713042249e-43
10,license,0.0029113810550409525
11,license,9.721532493991061e-13
12,license,1.0294126219839313e-86
1,peasant,1.7313779423953756e-10
2,peasant,1.1881664850009443e-55
3,peasant,6.446544351401486e-4
4,peasant,6.274584253864332e-21
5,peasant,3.381736028693309e-4
6,peasant,7.43940170267444e-66
7,peasant,1.2135486503163463e-90
8,peasant,1.2857e-319
9,peasant,1.591762940933635e-60
10,peasant,1.5927564027509497e-4
11,peasant,1.7236071244363703e-11
12,peasant,1.6572623309719438e-5
1,phones,1.7371740503269726e-16
2,phones,2.5740119988330037e-48
3,phones,1.004379924176657e-29
4,phones,9.507351291493462e-5
5,phones,1.5277040315802062e-39
6,phones,4.675171593320115e-29
7,phones,1.0096151864735754e-4
8,phones,1.21053303878225e-12
9,phones,4.474802854480978e-60
10,phones,5.885026411817888e-5
11,phones,8.345720917562728e-4
12,phones,1.4037738738117143e-63
1,refurbish,4.317063899755912e-52
2,refurbish,1.3924342293785415e-49
3,refurbish,6.3966977922077714e-27
4,refurbish,3.720075976020836e-44
5,refurbish,8.135443823228249e-13
6,refurbish,2.567636868525035e-45
7,refurbish,2.763023717882631e-5
8,refurbish,5.62621782246691e-60
9,refurbish,4.267958150440823e-60
10,refurbish,1.8906330818296893e-14
11,refurbish,1.0816398524765656e-4
12,refurbish,3.8177369433015e-155
1,skill,2.6034720540322068e-5
2,skill,2.553143029346666e-53
3,skill,1.7912690146323475e-4
4,skill,5.0120929994175364e-272
5,skill,1.432980150207499e-4
6,skill,3.294814855336938e-35
7,skill,1.4417044902896183e-5
8,skill,2.4592252428369766e-5
9,skill,3.358696195639998e-31
10,skill,5.355096072215434e-5
11,skill,2.4667628354733376e-4
12,skill,1.9505276401736402e-5
1,streets,6.810505983770329e-37
2,streets,2.1268571598223607e-4
3,streets,5.480638030690572e-5
4,streets,9.654281784934932e-5
5,streets,8.64548686918682e-16
6,streets,6.246456737509688e-4
7,streets,7.281997572654488e-4
8,streets,0.0011123390444334844
9,streets,4.000210500944973e-4
10,streets,1.7050412430708722e-8
11,streets,1.1922013981707335e-4
12,streets,5.942849694797827e-60
1,34,3.305342182955834e-4
2,34,3.491376046019749e-5
3,34,1.1705110476920068e-4
4,34,1.3623979564237053e-4
5,34,1.621631192063453e-14
6,34,2.913498211089437e-4
7,34,7.47624053328336e-4
8,34,7.972892434353756e-11
9,34,2.0107402073275406e-4
10,34,9.337424204290802e-4
11,34,2.8240834785835984e-4
12,34,2.7221326230891854e-58
1,650,4.4778266114001185e-39
2,650,2.23269377688416e-86
3,650,2.751638649284715e-12
4,650,5.176701003523104e-60
5,650,4.215052314390874e-54
6,650,9.893686108471236e-14
7,650,6.381941740514266e-75
8,650,6.759144268517898e-60
9,650,1.3096623779076582e-69
10,650,9.704070601540654e-4
11,650,5.7748438799899536e-5
12,650,3.051690711685948e-76
1,aged,2.5259172206658917e-4
2,aged,1.495878294413529e-13
3,aged,0.0025327539748265806
4,aged,3.47086094966219e-55
5,aged,1.3297312875857256e-13
6,aged,8.644263140871494e-4
7,aged,2.2307526722951546e-8
8,aged,6.297504918073327e-4
9,aged,8.033506280483295e-4
10,aged,0.001820819303491047
11,aged,0.0025729494867505046
12,aged,4.4747939161653106e-5
1,bills,1.3856497247256308e-17
2,bills,5.716696612478317e-7
3,bills,6.355824207787136e-4
4,bills,1.9456498498766547e-267
5,bills,2.3061820915829726e-16
6,bills,3.910606736700014e-5
7,bills,2.1574889010885304e-5
8,bills,2.617352758622847e-5
9,bills,1.2266040051079648e-5
10,bills,1.1361129169394891e-4
11,bills,4.155856314069664e-12
12,bills,1.5783362608980338e-59
1,deals,1.3228498107017593e-4
2,deals,3.770121464835302e-9
3,deals,4.2720043451376975e-5
4,deals,1.3556949219478835e-85
5,deals,6.456598292547432e-4
6,deals,6.796298542521435e-23
7,deals,1.4924369926628683e-29
8,deals,5.5245934104365415e-5
9,deals,8.739986375719911e-40
10,deals,3.216637231061467e-4
11,deals,5.054343505706104e-4
12,deals,2.7085142537706334e-68
1,extend,3.589707800934643e-5
2,extend,9.466013739844496e-5
3,extend,3.746866411506526e-5
4,extend,7.86760638714735e-54
5,extend,7.820035608023246e-56
6,extend,8.266011534517761e-5
7,extend,4.9249168054158475e-5
8,extend,7.229735951344309e-5
9,extend,8.08853992858761e-6
10,extend,2.4935362137063908e-5
11,extend,8.374848619934208e-34
12,extend,5.973038927436936e-51
1,fodder,3.528495895488159e-8
2,fodder,2.580312212342421e-97
3,fodder,8.951162224981142e-4
4,fodder,4.704759990909145e-60
5,fodder,5e-324
6,fodder,5.891678510503342e-60
7,fodder,9.329507666095791e-90
8,fodder,2.2322141287420035e-76
9,fodder,1.2820445269699395e-76
10,fodder,3.568118243921289e-33
11,fodder,1.9725302918197785e-76
12,fodder,8.846996495280054e-82
1,handles,7.476387916488784e-5
2,handles,1.4355149626479736e-254
3,handles,3.935663626159872e-5
4,handles,0
5,handles,4.31221797027975e-5
6,handles,3.720075976020836e-44
