id,username,timestamp,link,tweet,retweets,likes
"247077638236147713","JoeBiden","2012-09-16 02:31","https://twitter.com/JoeBiden/status/247077638236147713","Dr. Biden on POTUS & VPOTUS: “They are giving students the right to repay their loans at a fixed percentage of their income.”",36,8
"247074973221539841","JoeBiden","2012-09-16 02:20","https://twitter.com/JoeBiden/status/247074973221539841","“Like most teachers, it isn’t just what I do—it is who I am.”—Dr. Jill Biden in Michigan",83,20
"247072422375870464","JoeBiden","2012-09-16 02:10","https://twitter.com/JoeBiden/status/247072422375870464","Dr. Biden: “So many issues I care deeply about are all at stake here in 2012.’",19,10
"247070001423605760","JoeBiden","2012-09-16 02:00","https://twitter.com/JoeBiden/status/247070001423605760","“This election is personal to me. And it’s not just because my husband’s name is on the ballot.”—Dr. Jill Biden in MI",47,13
"246780879488315392","JoeBiden","2012-09-15 06:52","https://twitter.com/JoeBiden/status/246780879488315392","In case you missed it, VP Biden rallied students in Eau Claire, Wisconsin yesterday: http://OFA.BO/ztJGv6",47,14
"246757090809491456","JoeBiden","2012-09-15 05:17","https://twitter.com/JoeBiden/status/246757090809491456","Go backstage with VP Biden, President Obama, and the First Lady at # DNC2012: http://OFA.BO/xqfbY1",29,10
"246727716865458176","JoeBiden","2012-09-15 03:20","https://twitter.com/JoeBiden/status/246727716865458176","“You can find out all the information you need at our websites: http://GottaRegister.com and http://GottaVote.com .”—Dr. Biden",41,11
"246725175641530368","JoeBiden","2012-09-15 03:10","https://twitter.com/JoeBiden/status/246725175641530368","Dr. B: “Every day, Barack and Joe are working so that every single American has an opportunity to provide for themselves & their families.”",41,22
"246722682018738177","JoeBiden","2012-09-15 03:00","https://twitter.com/JoeBiden/status/246722682018738177","“The President has a plan to train 2 million workers through partnerships between businesses and community colleges.” # DrBiden2012",55,15
"246720139087728641","JoeBiden","2012-09-15 02:50","https://twitter.com/JoeBiden/status/246720139087728641","Dr. Biden: “Community colleges are a cornerstone of our education policies.”",54,22
"246717623109287936","JoeBiden","2012-09-15 02:40","https://twitter.com/JoeBiden/status/246717623109287936","Dr. Biden on POTUS and VPOTUS: “They doubled funding for Pell Grants and fought to make sure that student loan interest rates didn’t go up.”",38,15
"246713621760069632","JoeBiden","2012-09-15 02:24","https://twitter.com/JoeBiden/status/246713621760069632","“Barack and Joe are working hard to invest in education and make it easier for young people to afford college.”—Dr. Jill Biden in MN",39,14
"246710041082732544","JoeBiden","2012-09-15 02:10","https://twitter.com/JoeBiden/status/246710041082732544","Dr. Biden in MN: “I’m proud of this administration because I know that every single day, President Obama & my husband are fighting for you.”",40,10
"246704589385121792","JoeBiden","2012-09-15 01:48","https://twitter.com/JoeBiden/status/246704589385121792","Dr. Jill Biden is hitting the campaign trail with stops in Minnesota, Michigan & Pennsylvania—we’ll be covering all the action right here.",27,8
"246391705018966016","JoeBiden","2012-09-14 05:05","https://twitter.com/JoeBiden/status/246391705018966016","VP Biden in WI: “America is coming back. We’re not going back. We’re going forward.”",76,16
"246389178403803136","JoeBiden","2012-09-14 04:55","https://twitter.com/JoeBiden/status/246389178403803136","“We see a future where America leads not only by the example of our power, but by the power of our example.”—VP Biden",101,26
"246386738342264833","JoeBiden","2012-09-14 04:45","https://twitter.com/JoeBiden/status/246386738342264833","“Our plan focuses first on education—100,000 new science and math teachers in the next 10 years.”—VP Biden in Eau Claire, WI",59,15
"246384151052296192","JoeBiden","2012-09-14 04:35","https://twitter.com/JoeBiden/status/246384151052296192","VP Biden on Romney-Ryan: “They are not for Medicare. They are for a plan called Vouchercare.”",64,16
"246381663054086144","JoeBiden","2012-09-14 04:25","https://twitter.com/JoeBiden/status/246381663054086144","VP on the GOP: “What they're proposing will not extend the life of Medicare. It will actually put the trust fund in jeopardy in 2016.”",48,8
"246379132282347520","JoeBiden","2012-09-14 04:15","https://twitter.com/JoeBiden/status/246379132282347520","VP Biden on Romney-Ryan: “To them, it doesn’t matter much where American companies put their money or where they create jobs.”",53,10
"246374100975628288","JoeBiden","2012-09-14 03:55","https://twitter.com/JoeBiden/status/246374100975628288","“The Romney-Ryan budget calls for massive cuts in elementary and secondary education.”—VP Biden in Eau Claire, WI",98,6
"246371621630246912","JoeBiden","2012-09-14 03:45","https://twitter.com/JoeBiden/status/246371621630246912","VP in WI: “6 out of every 10 jobs in the next 10 years are going to require a degree or certificate beyond high school—we must be prepared.”",72,12
"246368033327685632","JoeBiden","2012-09-14 03:31","https://twitter.com/JoeBiden/status/246368033327685632","“The President & I know neither one of us would be standing where we are today were it not for help we received in scholarships and loans.”",105,31
"246364643491201025","JoeBiden","2012-09-14 03:18","https://twitter.com/JoeBiden/status/246364643491201025","VP: “The President & I have a fundamentally different vision than Gov. Romney & Congressman Ryan, and a different value set that guides us.”",56,14
"246360646902505472","JoeBiden","2012-09-14 03:02","https://twitter.com/JoeBiden/status/246360646902505472","Eau Claire, WI welcomed VP Biden with flair today:pic.twitter.com/WrDY5Q4r",39,20
"246039307058552834","JoeBiden","2012-09-13 05:45","https://twitter.com/JoeBiden/status/246039307058552834","President Obama on the values and faith that guide him—and our country—through difficult times: http://OFA.BO/Rma6Hp",298,98
"246001817425694720","JoeBiden","2012-09-13 03:16","https://twitter.com/JoeBiden/status/246001817425694720","“Like generations before us, you didn’t lose faith. You fought back. You didn’t give up, you got up.”—VP Biden",122,30
"245996199671373824","JoeBiden","2012-09-13 02:53","https://twitter.com/JoeBiden/status/245996199671373824","“We have a lot of obligations—only one truly sacred one, and that is to equip those we send to war & care for those who come home from war.”",62,21
"245989999386976256","JoeBiden","2012-09-13 02:29","https://twitter.com/JoeBiden/status/245989999386976256","VP Biden: “We've increased benefits for Medicare recipients, and in addition, we've extended the solvency of this system to the year 2024.”",61,12
"245987236007510016","JoeBiden","2012-09-13 02:18","https://twitter.com/JoeBiden/status/245987236007510016","“We’ve set a goal—and we will accomplish it—of creating 1 million new manufacturing jobs by 2016.”—Vice President Biden",63,22
"245985749437128705","JoeBiden","2012-09-13 02:12","https://twitter.com/JoeBiden/status/245985749437128705","VP: “Our President knows creating jobs here in America, keeping jobs here, and bringing jobs back to America—that's the job of a President.”",76,19
"245619770861424640","JoeBiden","2012-09-12 01:58","https://twitter.com/JoeBiden/status/245619770861424640","“My personal prayer for all of you is that in every succeeding year, you’re able to sing more than you weep.”—Vice President Biden",301,86
"245314446405296129","JoeBiden","2012-09-11 05:44","https://twitter.com/JoeBiden/status/245314446405296129","Pick out your favorite bumper sticker, and we’ll send it to you for free: http://OFA.BO/4FSQDs",76,17
"245287221580660739","JoeBiden","2012-09-11 03:56","https://twitter.com/JoeBiden/status/245287221580660739","VP Biden swung through Ohio this weekend—and supporters greeted him warmly at every stop: http://OFA.BO/5mvx9e",50,10
"245219274392743936","JoeBiden","2012-09-10 23:26","https://twitter.com/JoeBiden/status/245219274392743936","It was peach pie and motorcycle talk for the VP at Cruisers Diner in Seaman, Ohio yesterday:pic.twitter.com/mASs8rG0",216,82
"244928569392889856","JoeBiden","2012-09-10 04:11","https://twitter.com/JoeBiden/status/244928569392889856","RT if you agree with VP Biden:pic.twitter.com/UL2DD2S9",873,155
"244823723457261568","JoeBiden","2012-09-09 21:14","https://twitter.com/JoeBiden/status/244823723457261568","“It's never been a good bet to bet against America!”—VP Biden in Zanesville, OHpic.twitter.com/j4u404Wb",104,26
"244598556336476160","JoeBiden","2012-09-09 06:20","https://twitter.com/JoeBiden/status/244598556336476160","Back in action:pic.twitter.com/vJAnKCtx",150,91
"244504232902938624","JoeBiden","2012-09-09 00:05","https://twitter.com/JoeBiden/status/244504232902938624","More than 700,000 grassroots donations—and counting—to help re-elect President Obama and Vice President Biden: http://OFA.BO/mKNk6x",76,16
"244463073446989824","JoeBiden","2012-09-08 21:21","https://twitter.com/JoeBiden/status/244463073446989824","We’re kicking off the biggest weekend of action yet, and chances are there’s an event near you. Get out there: http://OFA.BO/eGYe1G",47,6
